±i­õ°ß,natural,85,1,1st
±i­õ°ß,natural,86,2,1st
±i­õ°ß,natural,85,3,1st
±i­õ°ß,natural,78,4,1st
±i­õ°ß,natural,77,5,1st
±i­õ°ß,natural,75,6,1st
±i­õ°ß,natural,74,7,1st
±i­õ°ß,natural,73,8,1st
±i­õ°ß,natural,72,9,1st
±i­õ°ß,natural,74,10,1st
±i­õ°ß,natural,73,11,1st
±i­õ°ß,natural,74,12,1st
±i­õ°ß,natural,75,13,1st
±i­õ°ß,natural,74,14,1st
±i­õ°ß,natural,75,15,1st
±i­õ°ß,natural,76,16,1st
±i­õ°ß,natural,77,17,1st
±i­õ°ß,natural,76,18,1st
±i­õ°ß,natural,77,19,1st
±i­õ°ß,natural,79,20,1st
±i­õ°ß,natural,78,21,1st
±i­õ°ß,natural,76,22,1st
±i­õ°ß,natural,75,23,1st
±i­õ°ß,natural,76,24,1st
±i­õ°ß,natural,79,25,1st
±i­õ°ß,natural,78,26,1st
±i­õ°ß,natural,77,27,1st
±i­õ°ß,natural,78,28,1st
±i­õ°ß,natural,77,29,1st
±i­õ°ß,natural,79,30,1st
±i­õ°ß,natural,78,31,1st
±i­õ°ß,natural,77,32,1st
±i­õ°ß,natural,76,33,1st
±i­õ°ß,natural,78,34,1st
±i­õ°ß,natural,79,35,1st
±i­õ°ß,natural,87,36,1st
±i­õ°ß,natural,88,37,1st
±i­õ°ß,natural,87,38,1st
±i­õ°ß,natural,88,39,1st
±i­õ°ß,natural,87,40,1st
±i­õ°ß,natural,86,41,1st
±i­õ°ß,natural,78,42,1st
±i­õ°ß,natural,77,43,1st
±i­õ°ß,natural,76,44,1st
±i­õ°ß,natural,75,45,1st
±i­õ°ß,natural,74,46,1st
±i­õ°ß,natural,73,47,1st
±i­õ°ß,natural,75,48,1st
±i­õ°ß,natural,74,49,1st
±i­õ°ß,natural,75,50,1st
±i­õ°ß,natural,76,51,1st
±i­õ°ß,natural,72,52,1st
±i­õ°ß,natural,74,53,1st
±i­õ°ß,natural,75,54,1st
±i­õ°ß,natural,74,55,1st
±i­õ°ß,natural,75,56,1st
±i­õ°ß,natural,77,57,1st
±i­õ°ß,natural,78,58,1st
±i­õ°ß,natural,79,59,1st
±i­õ°ß,natural,80,60,1st
±i­õ°ß,natural,81,61,1st
±i­õ°ß,natural,82,62,1st
±i­õ°ß,natural,80,63,1st
±i­õ°ß,natural,79,64,1st
±i­õ°ß,natural,76,65,1st
±i­õ°ß,natural,75,66,1st
±i­õ°ß,natural,74,67,1st
±i­õ°ß,natural,73,68,1st
±i­õ°ß,natural,72,69,1st
±i­õ°ß,natural,71,70,1st
±i­õ°ß,natural,77,71,1st
±i­õ°ß,natural,78,72,1st
±i­õ°ß,natural,84,73,1st
±i­õ°ß,natural,85,74,1st
±i­õ°ß,natural,83,75,1st
±i­õ°ß,natural,84,76,1st
±i­õ°ß,natural,82,77,1st
±i­õ°ß,natural,81,78,1st
±i­õ°ß,natural,80,79,1st
±i­õ°ß,natural,79,80,1st
±i­õ°ß,natural,78,81,1st
±i­õ°ß,natural,76,82,1st
±i­õ°ß,natural,75,83,1st
±i­õ°ß,natural,74,84,1st
±i­õ°ß,natural,77,85,1st
±i­õ°ß,natural,76,86,1st
±i­õ°ß,natural,78,87,1st
±i­õ°ß,natural,76,88,1st
