0,0,85,1
0,0,86,2
0,0,85,3
0,0,78,4
0,0,77,5
0,0,75,6
0,0,74,7
0,0,73,8
0,0,72,9
0,0,74,10
0,0,73,11
0,0,74,12
0,0,75,13
0,0,74,14
0,0,75,15
0,0,76,16
0,0,77,17
0,0,76,18
0,0,77,19
0,0,79,20
0,0,78,21
0,0,76,22
0,0,75,23
0,0,76,24
0,0,79,25
0,0,78,26
0,0,77,27
0,0,78,28
0,0,77,29
0,0,79,30
0,0,78,31
0,0,77,32
0,0,76,33
0,0,78,34
0,0,79,35
0,0,87,36
0,0,88,37
0,0,87,38
0,0,88,39
0,0,87,40
0,0,86,41
0,0,78,42
0,0,77,43
0,0,76,44
0,0,75,45
0,0,74,46
0,0,73,47
0,0,75,48
0,0,74,49
0,0,75,50
0,0,76,51
0,0,72,52
0,0,74,53
0,0,75,54
0,0,74,55
0,0,75,56
0,0,77,57
0,0,78,58
0,0,79,59
0,0,80,60
0,0,81,61
0,0,82,62
0,0,80,63
0,0,79,64
0,0,76,65
0,0,75,66
0,0,74,67
0,0,73,68
0,0,72,69
0,0,71,70
0,0,77,71
0,0,78,72
0,0,84,73
0,0,85,74
0,0,83,75
0,0,84,76
0,0,82,77
0,0,81,78
0,0,80,79
0,0,79,80
0,0,78,81
0,0,76,82
0,0,75,83
0,0,74,84
0,0,77,85
0,0,76,86
0,0,78,87
0,0,76,88
