±i­õ°ß,natural,82,1,3rd
±i­õ°ß,natural,83,2,3rd
±i­õ°ß,natural,82,3,3rd
±i­õ°ß,natural,84,4,3rd
±i­õ°ß,natural,81,5,3rd
±i­õ°ß,natural,80,6,3rd
±i­õ°ß,natural,83,7,3rd
±i­õ°ß,natural,84,8,3rd
±i­õ°ß,natural,85,9,3rd
±i­õ°ß,natural,91,10,3rd
±i­õ°ß,natural,92,11,3rd
±i­õ°ß,natural,91,12,3rd
±i­õ°ß,natural,89,13,3rd
±i­õ°ß,natural,82,14,3rd
±i­õ°ß,natural,81,15,3rd
±i­õ°ß,natural,79,16,3rd
±i­õ°ß,natural,80,17,3rd
±i­õ°ß,natural,79,18,3rd
±i­õ°ß,natural,78,19,3rd
±i­õ°ß,natural,80,20,3rd
±i­õ°ß,natural,81,21,3rd
±i­õ°ß,natural,79,22,3rd
±i­õ°ß,natural,78,23,3rd
±i­õ°ß,natural,87,24,3rd
±i­õ°ß,natural,88,25,3rd
±i­õ°ß,natural,87,26,3rd
±i­õ°ß,natural,88,27,3rd
±i­õ°ß,natural,86,28,3rd
±i­õ°ß,natural,83,29,3rd
±i­õ°ß,natural,82,30,3rd
±i­õ°ß,natural,79,31,3rd
±i­õ°ß,natural,78,32,3rd
±i­õ°ß,natural,77,33,3rd
±i­õ°ß,natural,80,34,3rd
±i­õ°ß,natural,79,35,3rd
±i­õ°ß,natural,82,36,3rd
±i­õ°ß,natural,81,37,3rd
±i­õ°ß,natural,80,38,3rd
±i­õ°ß,natural,82,39,3rd
±i­õ°ß,natural,85,40,3rd
±i­õ°ß,natural,78,41,3rd
±i­õ°ß,natural,77,42,3rd
±i­õ°ß,natural,78,43,3rd
±i­õ°ß,natural,79,44,3rd
±i­õ°ß,natural,79,45,3rd
±i­õ°ß,natural,82,46,3rd
±i­õ°ß,natural,83,47,3rd
±i­õ°ß,natural,84,48,3rd
±i­õ°ß,natural,82,49,3rd
±i­õ°ß,natural,81,50,3rd
±i­õ°ß,natural,80,51,3rd
±i­õ°ß,natural,81,52,3rd
±i­õ°ß,natural,83,53,3rd
±i­õ°ß,natural,84,54,3rd
±i­õ°ß,natural,85,55,3rd
±i­õ°ß,natural,81,56,3rd
±i­õ°ß,natural,82,57,3rd
±i­õ°ß,natural,81,58,3rd
±i­õ°ß,natural,75,59,3rd
±i­õ°ß,natural,74,60,3rd
±i­õ°ß,natural,73,61,3rd
±i­õ°ß,natural,74,62,3rd
±i­õ°ß,natural,73,63,3rd
±i­õ°ß,natural,76,64,3rd
±i­õ°ß,natural,78,65,3rd
±i­õ°ß,natural,79,66,3rd
±i­õ°ß,natural,80,67,3rd
±i­õ°ß,natural,79,68,3rd
±i­õ°ß,natural,80,69,3rd
±i­õ°ß,natural,83,70,3rd
±i­õ°ß,natural,84,71,3rd
±i­õ°ß,natural,82,72,3rd
±i­õ°ß,natural,81,73,3rd
