ªL­§Íº,sad,88,1,2nd
ªL­§Íº,sad,89,2,2nd
ªL­§Íº,sad,87,3,2nd
ªL­§Íº,sad,83,4,2nd
ªL­§Íº,sad,82,5,2nd
ªL­§Íº,sad,81,6,2nd
ªL­§Íº,sad,82,7,2nd
ªL­§Íº,sad,80,8,2nd
ªL­§Íº,sad,83,9,2nd
ªL­§Íº,sad,82,10,2nd
ªL­§Íº,sad,80,11,2nd
ªL­§Íº,sad,79,12,2nd
ªL­§Íº,sad,80,13,2nd
ªL­§Íº,sad,79,14,2nd
ªL­§Íº,sad,78,15,2nd
ªL­§Íº,sad,74,16,2nd
ªL­§Íº,sad,75,17,2nd
ªL­§Íº,sad,76,18,2nd
ªL­§Íº,sad,78,19,2nd
ªL­§Íº,sad,79,20,2nd
ªL­§Íº,sad,78,21,2nd
ªL­§Íº,sad,81,22,2nd
ªL­§Íº,sad,82,23,2nd
ªL­§Íº,sad,83,24,2nd
ªL­§Íº,sad,84,25,2nd
ªL­§Íº,sad,82,26,2nd
ªL­§Íº,sad,81,27,2nd
ªL­§Íº,sad,80,28,2nd
ªL­§Íº,sad,79,29,2nd
ªL­§Íº,sad,78,30,2nd
ªL­§Íº,sad,77,31,2nd
ªL­§Íº,sad,79,32,2nd
ªL­§Íº,sad,82,33,2nd
ªL­§Íº,sad,78,34,2nd
ªL­§Íº,sad,77,35,2nd
ªL­§Íº,sad,77,36,2nd
ªL­§Íº,sad,80,37,2nd
ªL­§Íº,sad,82,38,2nd
ªL­§Íº,sad,84,39,2nd
ªL­§Íº,sad,82,40,2nd
ªL­§Íº,sad,78,41,2nd
ªL­§Íº,sad,76,42,2nd
ªL­§Íº,sad,77,43,2nd
ªL­§Íº,sad,76,44,2nd
ªL­§Íº,sad,75,45,2nd
ªL­§Íº,sad,77,46,2nd
ªL­§Íº,sad,75,47,2nd
ªL­§Íº,sad,74,48,2nd
ªL­§Íº,sad,73,49,2nd
ªL­§Íº,sad,79,50,2nd
ªL­§Íº,sad,80,51,2nd
ªL­§Íº,sad,81,52,2nd
ªL­§Íº,sad,82,53,2nd
ªL­§Íº,sad,79,54,2nd
ªL­§Íº,sad,78,55,2nd
ªL­§Íº,sad,79,56,2nd
ªL­§Íº,sad,80,57,2nd
ªL­§Íº,sad,79,58,2nd
ªL­§Íº,sad,81,59,2nd
ªL­§Íº,sad,80,60,2nd
ªL­§Íº,sad,79,61,2nd
ªL­§Íº,sad,81,62,2nd
ªL­§Íº,sad,80,63,2nd
ªL­§Íº,sad,79,64,2nd
ªL­§Íº,sad,78,65,2nd
ªL­§Íº,sad,77,66,2nd
ªL­§Íº,sad,76,67,2nd
ªL­§Íº,sad,75,68,2nd
ªL­§Íº,sad,77,69,2nd
ªL­§Íº,sad,78,70,2nd
ªL­§Íº,sad,77,71,2nd
ªL­§Íº,sad,76,72,2nd
ªL­§Íº,sad,75,73,2nd
ªL­§Íº,sad,74,74,2nd
ªL­§Íº,sad,77,75,2nd
ªL­§Íº,sad,78,76,2nd
ªL­§Íº,sad,73,77,2nd
ªL­§Íº,sad,72,78,2nd
ªL­§Íº,sad,71,79,2nd
ªL­§Íº,sad,69,80,2nd
ªL­§Íº,sad,72,81,2nd
ªL­§Íº,sad,74,82,2nd
ªL­§Íº,sad,75,83,2nd
ªL­§Íº,sad,76,84,2nd
ªL­§Íº,sad,75,85,2nd
ªL­§Íº,sad,76,86,2nd
ªL­§Íº,sad,78,87,2nd
ªL­§Íº,sad,76,88,2nd
ªL­§Íº,sad,75,89,2nd
ªL­§Íº,sad,76,90,2nd
ªL­§Íº,sad,75,91,2nd
ªL­§Íº,sad,74,92,2nd
ªL­§Íº,sad,76,93,2nd
ªL­§Íº,sad,77,94,2nd
ªL­§Íº,sad,76,95,2nd
ªL­§Íº,sad,75,96,2nd
ªL­§Íº,sad,74,97,2nd
ªL­§Íº,sad,76,98,2nd
ªL­§Íº,sad,78,99,2nd
ªL­§Íº,sad,77,100,2nd
ªL­§Íº,sad,75,101,2nd
ªL­§Íº,sad,74,102,2nd
ªL­§Íº,sad,71,103,2nd
ªL­§Íº,sad,78,104,2nd
ªL­§Íº,sad,79,105,2nd
ªL­§Íº,sad,78,106,2nd
ªL­§Íº,sad,77,107,2nd
ªL­§Íº,sad,78,108,2nd
ªL­§Íº,sad,77,109,2nd
ªL­§Íº,sad,76,110,2nd
ªL­§Íº,sad,75,111,2nd
ªL­§Íº,sad,74,112,2nd
ªL­§Íº,sad,77,113,2nd
ªL­§Íº,sad,78,114,2nd
ªL­§Íº,sad,76,115,2nd
ªL­§Íº,sad,75,116,2nd
ªL­§Íº,sad,76,117,2nd
ªL­§Íº,sad,78,118,2nd
ªL­§Íº,sad,77,119,2nd
ªL­§Íº,sad,78,120,2nd
ªL­§Íº,sad,76,121,2nd
ªL­§Íº,sad,77,122,2nd
ªL­§Íº,sad,78,123,2nd
ªL­§Íº,sad,77,124,2nd
ªL­§Íº,sad,76,125,2nd
ªL­§Íº,sad,75,126,2nd
ªL­§Íº,sad,74,127,2nd
ªL­§Íº,sad,75,128,2nd
ªL­§Íº,sad,77,129,2nd
ªL­§Íº,sad,76,130,2nd
ªL­§Íº,sad,77,131,2nd
ªL­§Íº,sad,76,132,2nd
ªL­§Íº,sad,75,133,2nd
ªL­§Íº,sad,77,134,2nd
ªL­§Íº,sad,78,135,2nd
ªL­§Íº,sad,79,136,2nd
ªL­§Íº,sad,80,137,2nd
ªL­§Íº,sad,87,138,2nd
ªL­§Íº,sad,81,139,2nd
ªL­§Íº,sad,80,140,2nd
ªL­§Íº,sad,79,141,2nd
ªL­§Íº,sad,80,142,2nd
ªL­§Íº,sad,79,143,2nd
ªL­§Íº,sad,78,144,2nd
ªL­§Íº,sad,79,145,2nd
ªL­§Íº,sad,77,146,2nd
ªL­§Íº,sad,76,147,2nd
ªL­§Íº,sad,78,148,2nd
ªL­§Íº,sad,77,149,2nd
