0,1,90,1
0,1,91,2
0,1,89,3
0,1,79,4
0,1,76,5
0,1,77,6
0,1,75,7
0,1,74,8
0,1,76,9
0,1,81,10
0,1,82,11
0,1,81,12
0,1,80,13
0,1,79,14
0,1,78,15
0,1,77,16
0,1,79,17
0,1,80,18
0,1,81,19
0,1,82,20
0,1,79,21
0,1,78,22
0,1,81,23
0,1,82,24
0,1,83,25
0,1,81,26
0,1,80,27
0,1,79,28
0,1,78,29
0,1,79,30
0,1,81,31
0,1,80,32
0,1,77,33
0,1,78,34
0,1,77,35
0,1,76,36
0,1,78,37
0,1,80,38
0,1,81,39
0,1,83,40
0,1,84,41
0,1,85,42
0,1,87,43
0,1,88,44
0,1,90,45
0,1,87,46
0,1,88,47
0,1,77,48
0,1,76,49
0,1,75,50
0,1,69,51
0,1,68,52
0,1,79,53
0,1,80,54
0,1,79,55
0,1,80,56
0,1,79,57
0,1,81,58
0,1,82,59
0,1,83,60
0,1,82,61
0,1,83,62
0,1,82,63
0,1,84,64
0,1,82,65
0,1,81,66
0,1,84,67
0,1,83,68
0,1,81,69
0,1,80,70
0,1,79,71
0,1,81,72
0,1,82,73
0,1,83,74
0,1,78,75
0,1,77,76
0,1,70,77
0,1,69,78
0,1,67,79
0,1,69,80
0,1,68,81
0,1,74,82
0,1,81,83
0,1,82,84
0,1,81,85
0,1,78,86
0,1,77,87
0,1,76,88
0,1,79,89
0,1,80,90
0,1,77,91
0,1,79,92
0,1,78,93
0,1,79,94
0,1,80,95
0,1,79,96
0,1,78,97
0,1,80,98
0,1,81,99
0,1,82,100
0,1,80,101
0,1,79,102
0,1,81,103
0,1,80,104
0,1,79,105
0,1,76,106
0,1,75,107
0,1,74,108
0,1,73,109
0,1,72,110
0,1,77,111
0,1,78,112
0,1,82,113
0,1,83,114
0,1,84,115
0,1,85,116
0,1,86,117
0,1,85,118
0,1,86,119
0,1,85,120
0,1,84,121
0,1,83,122
0,1,75,123
0,1,73,124
0,1,77,125
0,1,78,126
0,1,80,127
0,1,81,128
0,1,82,129
0,1,80,130
0,1,81,131
0,1,78,132
0,1,77,133
0,1,79,134
0,1,80,135
0,1,81,136
0,1,82,137
0,1,83,138
0,1,81,139
0,1,84,140
0,1,78,141
0,1,77,142
0,1,76,143
0,1,79,144
0,1,78,145
0,1,82,146
0,1,83,147
0,1,84,148
0,1,85,149
0,1,83,150
0,1,82,151
0,1,81,152
0,1,79,153
0,1,78,154
0,1,77,155
0,1,79,156
0,1,80,157
0,1,81,158
0,1,79,159
0,1,78,160
0,1,80,161
0,1,81,162
0,1,82,163
0,1,80,164
0,1,79,165
0,1,81,166
0,1,82,167
0,1,82,168
0,1,81,169
0,1,78,170
0,1,77,171
0,1,75,172
0,1,74,173
0,1,72,174
0,1,78,175
0,1,80,176
0,1,81,177
0,1,80,178
0,1,81,179
0,1,80,180
0,1,81,181
