0,2,74,1
0,2,75,2
0,2,73,3
0,2,74,4
0,2,76,5
0,2,75,6
0,2,74,7
0,2,76,8
0,2,78,9
0,2,84,10
0,2,85,11
0,2,86,12
0,2,70,13
0,2,69,14
0,2,70,15
0,2,71,16
0,2,73,17
0,2,72,18
0,2,73,19
0,2,81,20
0,2,82,21
0,2,80,22
0,2,79,23
0,2,76,24
0,2,77,25
0,2,77,26
0,2,73,27
0,2,73,28
0,2,74,29
0,2,75,30
0,2,76,31
0,2,73,32
0,2,72,33
0,2,72,34
0,2,76,35
0,2,78,36
0,2,77,37
0,2,74,38
0,2,73,39
0,2,69,40
0,2,70,41
0,2,71,42
0,2,74,43
0,2,77,44
0,2,78,45
0,2,79,46
0,2,75,47
0,2,76,48
0,2,71,49
0,2,70,50
0,2,69,51
0,2,72,52
0,2,78,53
0,2,80,54
0,2,81,55
0,2,75,56
0,2,78,57
0,2,77,58
0,2,78,59
0,2,79,60
0,2,80,61
0,2,81,62
0,2,79,63
0,2,73,64
0,2,78,65
0,2,77,66
0,2,76,67
0,2,78,68
0,2,77,69
0,2,76,70
0,2,78,71
0,2,77,72
0,2,76,73
0,2,80,74
0,2,79,75
0,2,75,76
0,2,77,77
0,2,78,78
0,2,72,79
0,2,74,80
0,2,77,81
0,2,75,82
0,2,77,83
0,2,81,84
0,2,79,85
0,2,80,86
0,2,81,87
0,2,78,88
0,2,77,89
0,2,76,90
0,2,78,91
0,2,76,92
0,2,73,93
0,2,76,94
0,2,75,95
0,2,73,96
0,2,73,97
0,2,76,98
0,2,79,99
0,2,78,100
0,2,77,101
0,2,79,102
0,2,76,103
0,2,75,104
0,2,73,105
0,2,72,106
0,2,73,107
