0,3,80,1
0,3,79,2
0,3,78,3
0,3,80,4
0,3,81,5
0,3,82,6
0,3,80,7
0,3,81,8
0,3,80,9
0,3,81,10
0,3,83,11
0,3,82,12
0,3,83,13
0,3,82,14
0,3,81,15
0,3,80,16
0,3,79,17
0,3,78,18
0,3,81,19
0,3,80,20
0,3,77,21
0,3,76,22
0,3,75,23
0,3,77,24
0,3,74,25
0,3,78,26
0,3,80,27
0,3,81,28
0,3,79,29
0,3,81,30
0,3,80,31
0,3,78,32
0,3,77,33
0,3,78,34
0,3,80,35
0,3,81,36
0,3,82,37
0,3,80,38
0,3,83,39
0,3,85,40
0,3,86,41
0,3,88,42
0,3,84,43
0,3,85,44
0,3,84,45
0,3,80,46
0,3,79,47
0,3,78,48
0,3,81,49
0,3,82,50
0,3,83,51
0,3,84,52
0,3,85,53
0,3,82,54
0,3,81,55
0,3,84,56
0,3,75,57
0,3,78,58
0,3,79,59
0,3,80,60
0,3,83,61
0,3,87,62
0,3,84,63
0,3,85,64
0,3,86,65
0,3,78,66
0,3,77,67
0,3,76,68
0,3,75,69
0,3,74,70
0,3,73,71
0,3,78,72
0,3,79,73
0,3,80,74
0,3,81,75
0,3,78,76
0,3,77,77
0,3,78,78
0,3,79,79
0,3,80,80
0,3,81,81
0,3,83,82
0,3,81,83
0,3,82,84
0,3,81,85
0,3,83,86
0,3,85,87
0,3,84,88
0,3,83,89
0,3,85,90
0,3,83,91
0,3,79,92
0,3,78,93
0,3,77,94
0,3,79,95
0,3,78,96
0,3,81,97
